0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2000,2000,2013,2443,7399,26197,41894,26197,7399,2443,7399,26197,41894,26197,7399,2443,26197,41894,26197,7399,2443,2013,2000,2000
